"session_id","response_box","response","truth","tag","prompt_id","response_start","response_finish","version","prompt","count_sentence","avg_sentence_size","avg_token_size","count_char","count_tokens","ratio_unique_tokens","ratio_unique_lemmas","ratio_long_tokens","ratio_unique_verb","ratio_passive_verb","ratio_present_tense","ratio_past_tense","ratio_unique_pro","ratio_first_sin_pro","ratio_first_plur_pro","ratio_first_pro","ratio_second_person_pro","ratio_third_person_pro","ratio_quantifier","ratio_ADJ","ratio_ADP","ratio_ADV","ratio_AUX","ratio_CCONJ","ratio_DET","ratio_NOUN","ratio_NUM","ratio_PART","ratio_PRON","ratio_VERB","ratio_PROPN","ratio_SCONJ","ratio_INTJ","ratio_X","first_key_time","last_key_time","duration_keys","total_strokes","total_input","flight_time_mean","press_time_mean","di_flight_mean","tri_flight_mean","di_press_mean","tri_press_mean","flight_time_std_dev","press_time_std_dev","di_flight_std_dev","tri_flight_std_dev","di_press_std_dev","tri_press_std_dev","flight_time_skewness","press_time_skewness","di_flight_skewness","tri_flight_skewness","di_press_skewness","tri_press_skewness","total_characters_bulk_removed","total_occurene_bulk_delete","total_characters_discretely_removed","total_characters_removed","ratio_total_errors","ratio_total_bulk_errors","ratio_total_discrete_errors","time_before_first_key","time_after_last_key","ratio_duration_char","ratio_duration_word"
"3e5dc788-ddb1-437b-baea-25fcae21393f","response1","I went to a Bon Jovi concert here in town at the CTC a few months ago. The place was mostly full, lost of energy and good friends. The song list was nice and included all time hits and some new songs.",TRUE,1,22,45.911,144.537,1,"Tell us about a concert that you attended.",3,14,3.69047619047619,155,42,0.880952380952381,0.833333333333333,0.0714285714285714,0.0714285714285714,0,0,0.0476190476190476,0.0238095238095238,0.0238095238095238,0,0.0238095238095238,0,0,0.0476190476190476,0.119047619047619,0.0952380952380952,0.0714285714285714,0.0476190476190476,0.0714285714285714,0.166666666666667,0.261904761904762,0,0,0.0238095238095238,0.0714285714285714,0.0714285714285714,0,0,0,160.993,228.182,67.189,239,239,0.183186956521741,0.0886826086956507,0.369493212669683,0.560481132075472,0.177034782608696,0.265558951965066,0.456198440699191,0.0181336414948481,0.653167503366267,0.794694352179748,0.0272014738987972,0.0343170495033606,5.4091214119711,0.627812152615582,3.61080254356447,2.75609568820685,0.912402332766402,0.891781377553437,0,0,14,14,0.0585774058577406,0,0.0585774058577406,115.082,-83.645,0.433477419354839,1.5997380952381
"3e5dc788-ddb1-437b-baea-25fcae21393f","response2","We get together most Friday evenings. Is usually ok and we chat for a while and have some wine. The kids play together in the basement or upstairs.",TRUE,1,21,144.537,155.178,1,"Tell us about a recent family dinner.",3,9.33333333333333,4.17857142857143,117,28,0.928571428571429,0.857142857142857,0.214285714285714,0.142857142857143,0,0.107142857142857,0,0.0357142857142857,0,0.0714285714285714,0.0714285714285714,0,0,0.0357142857142857,0.0357142857142857,0.0714285714285714,0.142857142857143,0.0357142857142857,0.107142857142857,0.142857142857143,0.214285714285714,0,0,0.0714285714285714,0.142857142857143,0.0357142857142857,0,0,0,255.525,313.762,56.325,189,189,0.176913043478261,0.0893675675675678,0.352033519553073,0.531022988505747,0.178864864864865,0.268434782608696,0.369510875995839,0.0172584266445912,0.544797260501466,0.656126432497755,0.0241707716977621,0.0291514996372403,5.08935439117825,0.421673999418651,3.76067255234992,3.03749113795503,0.419652610694562,0.470106986498137,0,0,21,21,0.111111111111111,0,0.111111111111111,110.988,-158.584,0.481410256410256,2.01160714285714
"3e5dc788-ddb1-437b-baea-25fcae21393f","response3","Food, I really don't like food, specially fries. I can't stand fries. I find that fries are not filling and boring.",FALSE,1,4,155.178,229.838,1,"Tell us about something that really bothers you.",3,7.66666666666667,3.91304347826087,90,23,0.782608695652174,0.695652173913043,0.0869565217391304,0.173913043478261,0,0.0434782608695652,0,0.0434782608695652,0.130434782608696,0,0.130434782608696,0,0,0,0.0434782608695652,0,0.0869565217391304,0.130434782608696,0.0434782608695652,0,0.173913043478261,0,0.130434782608696,0.130434782608696,0.173913043478261,0,0.0434782608695652,0.0434782608695652,0,327.441,369.04,41.599,149,149,0.186531034482755,0.0905310344827626,0.377843971631206,0.577832116788321,0.180462068965517,0.2714375,0.46885414480371,0.019192394027471,0.674124323884463,0.837445753900295,0.0256450181131343,0.0302120058454052,4.64875841973083,0.103014669617859,3.11987999923586,2.3787598539815,0.193344961422791,0.186165730801636,0,0,17,17,0.114093959731544,0,0.114093959731544,172.263,-139.202,0.462211111111112,1.80865217391305
"7923b378-07cc-4f4f-8f45-9f23503f18c4","response1","While traveling to Komodo Indonesia on a scuba diving trip. One of my lights had a small leak which eventually destroyed the light.",TRUE,2,2,1.743,9.506,1,"Tell us about something bad that happened while travelling.",2,11.5,4.65217391304348,107,23,0.956521739130435,0.91304347826087,0.173913043478261,0.130434782608696,0,0,0.0869565217391304,0.0869565217391304,0.0434782608695652,0,0.0434782608695652,0,0,0,0.0434782608695652,0.130434782608696,0.0434782608695652,0,0,0.130434782608696,0.260869565217391,0.0434782608695652,0,0.0869565217391304,0.130434782608696,0.0869565217391304,0.0434782608695652,0,0,20.696,81.312,52.223,183,198,0.104097142857143,0.129579545454545,0.200095808383234,0.300786163522013,0.259880681818182,0.390771428571429,0.395392568989959,0.0752281439114622,0.566043797887498,0.69604799744274,0.112090741157541,0.142970354155985,6.20918166396942,8.13032451047175,4.25666941207965,3.23869629784831,4.91991644819864,3.64845427908965,16,1,18,34,0.171717171717172,0.0808080808080808,0.0909090909090909,18.953,-71.806,0.488065420560748,2.2705652173913
"7923b378-07cc-4f4f-8f45-9f23503f18c4","response2","The one and only concert I ever attended was one during Frosh. It was a Post Malone concert and I don't think my ears have hurt any more than in that moment.",TRUE,2,22,9.506,10.759,1,"Tell us about a concert that you attended.",2,16.5,3.75757575757576,124,33,0.848484848484849,0.848484848484849,0.0909090909090909,0.0909090909090909,0.0303030303030303,0,0.0606060606060606,0.0909090909090909,0.0909090909090909,0,0.0909090909090909,0,0,0,0,0.0909090909090909,0.121212121212121,0.121212121212121,0.0606060606060606,0.0909090909090909,0.121212121212121,0.0606060606060606,0.0303030303030303,0.121212121212121,0.0909090909090909,0.0909090909090909,0,0,0,101.376,147.194,45.818,223,223,0.0586760563380283,0.128793427230047,0.110177339901478,0.151335051546392,0.257154929577465,0.38688679245283,0.264812809000602,0.0446051286710921,0.380835387217687,0.447385422398126,0.0759103209517634,0.104930066600887,3.94937678243154,1.01651453256711,2.68791270799055,1.92231009444103,0.865727428563989,0.769344861753807,0,0,33,33,0.147982062780269,0,0.147982062780269,91.87,-136.435,0.3695,1.38842424242424
"7923b378-07cc-4f4f-8f45-9f23503f18c4","response3","This fall, I was hanging out with one of my friends watching a movie. He suggested that since it was getting colder and snow was expected he helped me change my tires.",FALSE,2,12,10.759,86.488,1,"Tell us about a time when a friend did something good for you.",2,16,4.15625,133,32,0.90625,0.84375,0.1875,0.21875,0.03125,0.03125,0.09375,0.125,0.125,0,0.125,0,0,0,0,0.09375,0,0.09375,0.03125,0.0625,0.1875,0.03125,0,0.21875,0.21875,0,0.0625,0,0,160.89,288.298,117.338,384,533,0.0899353099730454,0.150144385026738,0.174977715877437,0.261734870317003,0.295117647058824,0.445879356568365,0.467754158250514,0.163777625041902,0.657489762058337,0.806821136118819,0.256026802088137,0.328732673900705,6.09458461012396,8.67038799056259,4.13993103318403,3.27293854058433,9.25479961398561,7.50067358533837,171,6,20,191,0.358348968105066,0.320825515947467,0.0375234521575985,150.131,-201.81,0.88224060150376,3.6668125
"d5fc86e6-952e-42a6-a322-429ad994f8cd","response1","I enjoyed taking a few film studies classes in college. They were electives for me unrelated to my main studies, but those lectures and discussions are some of the most distinct memories I have from schooling.",TRUE,3,5,6.687,9.847,1,"Tell us about a subject you liked at school and why.",2,18,4.75,171,36,0.944444444444444,0.888888888888889,0.333333333333333,0.111111111111111,0,0.0277777777777778,0.0555555555555556,0.0833333333333333,0.111111111111111,0,0.111111111111111,0,0,0.0277777777777778,0.111111111111111,0.138888888888889,0.0277777777777778,0.0277777777777778,0.0555555555555556,0.111111111111111,0.277777777777778,0,0,0.138888888888889,0.111111111111111,0,0,0,0,21.387,160.703,112.566,249,257,0.236166666666667,0.0838455284552845,0.474341991341991,0.715874439461883,0.168142276422764,0.252318367346939,0.594708238066355,0.0471489229898982,0.921582117841222,1.18653326981579,0.068271068971199,0.0837766636622198,4.82378128389392,10.204607020646,3.54805005732454,3.14349403242894,6.81401553632798,5.45881611026001,0,0,24,24,0.0933852140077821,0,0.0933852140077821,14.7,-150.856,0.658280701754386,3.12683333333333
"d5fc86e6-952e-42a6-a322-429ad994f8cd","response2","When I was a kid I had a really high fever for like 2-3 days. I was maybe just starting kindergarten or 1st grade. I can still remember desperately, lethargically splashing my face with cold water in the bathroom and seeing my incredibly red, flushed, feverish face. ",TRUE,3,20,9.847,11.238,1,"Tell us about a time that you were sick.",3,16,4.4375,213,48,0.854166666666667,0.854166666666667,0.208333333333333,0.104166666666667,0,0,0.0208333333333333,0.0416666666666667,0.125,0,0.125,0,0,0,0.104166666666667,0.0833333333333333,0.1875,0.0625,0.0416666666666667,0.0625,0.1875,0.0416666666666667,0,0.125,0.104166666666667,0,0,0,0,170.472,301.896,123.801,349,349,0.196618768328446,0.0852877906976741,0.393537537537538,0.594981538461538,0.171366279069767,0.257690962099125,0.455535736442407,0.0271898899021134,0.668607780240054,0.86701991356734,0.041526199143057,0.0514450039056217,4.971621060643,1.47123482929334,3.52078267163535,3.70925909806737,1.15841555761515,1.02185200280002,11,1,30,41,0.117478510028653,0.0315186246418338,0.0859598853868195,160.625,-290.658,0.581225352112676,2.5791875
"d5fc86e6-952e-42a6-a322-429ad994f8cd","response3","I played football in middle school and once in a pre-season practice I fell badly on my ankle, and couldn't play for the rest of the season. After that I never played football again.",FALSE,3,14,11.238,163.799,1,"Tell us about an incident where you were physically hurt.",2,17.5,4.17142857142857,146,35,0.8,0.771428571428571,0.114285714285714,0.0571428571428571,0,0,0.0857142857142857,0.0571428571428571,0.114285714285714,0,0.114285714285714,0,0,0,0.0285714285714286,0.142857142857143,0.114285714285714,0.0285714285714286,0.0571428571428571,0.0857142857142857,0.228571428571429,0,0.0285714285714286,0.114285714285714,0.114285714285714,0,0.0571428571428571,0,0,335.479,483.851,109.371,289,352,0.180089928057554,0.0985638297872339,0.355402985074627,0.530686046511628,0.187911347517731,0.287551601423488,0.502244545954969,0.108246807602347,0.700284801553579,0.839435259413242,0.118539792914563,0.163119998574443,5.77999904965198,7.89812610714372,3.90612297691289,3.0749293246112,6.61305294747557,4.89731497741017,89,5,7,96,0.272727272727273,0.252840909090909,0.0198863636363636,324.241,-320.052,0.749116438356165,3.12488571428572
"a7c8112c-07e1-43e0-9047-9cec84bb3470","response1","The ending of one of my favorite books involved the hero Percy Jackson recovering Zeus's lightning bolt and prevented a war between the gods.",TRUE,2,11,1.236,2.877,1,"Tell us about the ending of book you read.",1,25,4.68,117,25,0.92,0.88,0.28,0.12,0,0,0.08,0.04,0.04,0,0.04,0,0,0,0.04,0.12,0,0,0.04,0.16,0.32,0.04,0.04,0.04,0.12,0.04,0.04,0,0,16.325,73.666,57.341,251,276,0.0975162601626017,0.128016260162602,0.186941908713693,0.280745762711864,0.251178861788618,0.37969387755102,0.440932599018699,0.0859434065084872,0.603096168349633,0.723631729382566,0.100715929674147,0.136347735900941,6.52257649412386,10.9025729698397,4.44803463721072,3.43695092248156,7.20676735179773,5.36317975187355,42,2,26,68,0.246376811594203,0.152173913043478,0.0942028985507246,15.089,-70.789,0.490094017094017,2.29364
